sample_idx,feature,importance,rank
55381,sensor_51_min,7.624185562133789,12
55381,sensor_52_min,6.4827046394348145,13
55381,sensor_15_max,5.644254207611084,14
55381,sensor_15_avg,5.619161605834961,15
55383,sensor_49_max,18.000015258789062,1
55383,sensor_50_max,16.73293113708496,2
55383,sensor_49_avg,13.859792709350586,3
55383,sensor_52_avg,13.717742919921875,4
55383,sensor_50_avg,13.25357437133789,5
55383,sensor_52_max,13.083581924438477,6
55383,sensor_186_min,11.07177448272705,7
55383,sensor_186_max,11.0549898147583,8
55383,sensor_186_avg,11.031344413757324,9
55383,sensor_51_max,9.830031394958496,10
55383,sensor_51_avg,9.772459030151367,11
55383,sensor_51_min,7.481550693511963,12
55383,sensor_52_min,6.427453517913818,13
55383,sensor_15_max,5.8564300537109375,14
55383,sensor_15_avg,5.841561794281006,15
55386,sensor_49_max,18.001449584960938,1
55386,sensor_50_max,16.730398178100586,2
55386,sensor_49_avg,13.86575984954834,3
55386,sensor_52_avg,13.719026565551758,4
55386,sensor_50_avg,13.256892204284668,5
55386,sensor_52_max,13.082296371459961,6
55386,sensor_186_min,11.105794906616211,7
55386,sensor_186_max,11.090827941894531,8
55386,sensor_186_avg,11.070289611816406,9
55386,sensor_51_max,9.824081420898438,10
55386,sensor_51_avg,9.767573356628418,11
55386,sensor_51_min,7.480952739715576,12
55386,sensor_52_min,6.439470291137695,13
55386,sensor_15_max,5.856028079986572,14
55386,sensor_15_avg,5.842105865478516,15
55390,sensor_49_max,17.96297264099121,1
55390,sensor_50_max,16.705795288085938,2
55390,sensor_49_avg,13.924864768981934,3
55390,sensor_52_avg,13.696226119995117,4
55390,sensor_50_avg,13.329146385192871,5
55390,sensor_52_max,13.064935684204102,6
55390,sensor_186_min,11.620817184448242,7
55390,sensor_186_max,11.58492660522461,8
55390,sensor_186_avg,11.567192077636719,9
55390,sensor_51_max,9.8274507522583,10
55390,sensor_51_avg,9.760665893554688,11
55390,sensor_51_min,7.545640468597412,12
